#|num|weight|mean|covariance matrix|
|0|8327.88518553|137.981925091 60.2550347858 -13.9751344443|109.017348378 19.7759041338 27.943891103 19.7759041338 37.2632650109 -13.8799048828 27.943891103 -13.8799048828 65.4891478909|
|1|7070.73639771|111.803290779 67.2173919229 30.996927351|50.915143266 -62.9015417513 1.42365319083 -62.9015417513 129.044870354 -6.00853568013 1.42365319083 -6.00853568013 40.8343267489|
|2|2592.55363438|103.051288955 23.4765262904 -34.982329415|133.288855145 19.9512613556 -11.5715679952 19.9512613556 15.7966983424 -3.04919423574 -11.5715679952 -3.04919423574 19.2921963547|
|3|3004.32264837|124.218470609 36.4390180396 -7.68594271527|28.9143801029 12.4430976846 -2.60319101411 12.4430976846 69.6901740457 39.9096078919 -2.60319101411 39.9096078919 44.2445193468|
|4|2660.05238471|102.838828612 81.5407031944 -55.0506795492|32.7386433326 20.6240997313 3.75936300065 20.6240997313 63.0721647582 -10.5048378566 3.75936300065 -10.5048378566 15.4779501626|
|5|2885.04194135|142.382186617 74.0729415409 -1.09219672841|48.3754071268 -14.6746839164 -11.5624924773 -14.6746839164 29.3394940514 0.482238849183 -11.5624924773 0.482238849183 24.0279675329|
|6|2675.74485615|89.7911472246 34.3347184829 -42.2566862078|60.7137062476 53.9781579332 -28.6662805019 53.9781579332 81.938547343 -38.0599141683 -28.6662805019 -38.0599141683 28.3608275411|
|7|5724.42463307|121.774534967 13.7402336043 -12.7305875583|53.374801745 6.3115508888 -3.03302239145 6.3115508888 30.4783664447 2.43659319436 -3.03302239145 2.43659319436 38.1828225999|
|8|3433.99018266|140.842721951 54.5903121345 21.3221148115|20.1519162723 -7.22758156835 -9.10504622782 -7.22758156835 51.0561311878 21.8169335527 -9.10504622782 21.8169335527 37.8737643443|
|9|2495.23839004|108.190033931 73.0557622636 -4.52382457719|10.2391512182 -3.25619066771 4.61682591764 -3.25619066771 37.8593725254 6.34070786397 4.61682591764 6.34070786397 38.041435271|
|10|3770.64432981|84.8287089852 38.622449243 -24.6311240519|23.7412185372 -13.3562970903 -4.18739363437 -13.3562970903 139.13862979 -1.86927084304 -4.18739363437 -1.86927084304 15.5432101777|
|11|3422.65026946|112.985775489 35.8830205933 3.89066136291|13.2947275087 -7.87108656015 -1.17933670938 -7.87108656015 81.1825378461 6.48208666628 -1.17933670938 6.48208666628 30.6885565667|
|12|5070.74589476|162.160098823 62.3629767544 4.22705720815|48.6950400868 31.6697603864 8.18120584381 31.6697603864 53.5002705022 -6.95197489247 8.18120584381 -6.95197489247 45.1591159995|
|13|3969.9388659|99.0556228629 82.8084952405 18.6632064665|25.8183345111 13.7587556628 -12.3426105878 13.7587556628 83.553803358 8.29057468751 -12.3426105878 8.29057468751 37.0155909339|
|14|6094.92985213|125.929141 39.2715811514 9.09152997254|37.1566166594 44.2812466582 13.3048195558 44.2812466582 165.082037643 87.3022515767 13.3048195558 87.3022515767 81.2850332253|
|15|4038.01226887|110.277405119 58.7489500553 -2.95590304908|93.9455363629 -18.9471126801 -88.1993375888 -18.9471126801 12.0713627497 21.4145593827 -88.1993375888 21.4145593827 128.693576277|
|16|947.741294517|115.03333392 37.7393233271 -7.05844575547|38.4542311132 -11.0537391586 33.6555339792 -11.0537391586 105.924388939 17.3806973543 33.6555339792 17.3806973543 41.8235072968|
|17|2527.10650038|118.173213897 96.7770597965 3.01856192547|51.9573181661 1.06339659943 7.80045193531 1.06339659943 23.8686775051 9.43968146391 7.80045193531 9.43968146391 22.7962514215|
|18|4249.56768449|135.824931703 35.670441951 22.9764671246|49.3583550993 -9.67412023746 -0.778002302812 -9.67412023746 18.5303689514 0.222102194052 -0.778002302812 0.222102194052 46.2048229755|
|19|7092.00193188|93.5720907733 66.0692865337 -46.7952075907|90.5344304711 -41.263069736 -8.76105400908 -41.263069736 76.4106756126 -4.11653318456 -8.76105400908 -4.11653318456 25.1923454849|
|20|4612.02420424|95.7066455406 67.2777715177 26.1052001451|90.0691549032 -61.8330062481 26.829869697 -61.8330062481 70.1613099809 -25.1770231678 26.829869697 -25.1770231678 27.5406720192|
|21|3805.69327509|158.80071793 79.1980477926 2.54774595122|75.6744070828 -5.96767888768 -6.61790539487 -5.96767888768 10.1518909862 5.96476158147 -6.61790539487 5.96476158147 38.4056052982|
|22|3059.78235089|136.077263835 45.5089345284 29.5301403549|79.3388652076 -34.7261170112 35.9663345704 -34.7261170112 26.8871838725 -14.3355464139 35.9663345704 -14.3355464139 43.3751726208|
|23|3904.20698905|101.159456895 72.1200884536 -39.7314470383|89.5425301566 13.8871245291 -11.0829079791 13.8871245291 43.8589743177 -17.0520939804 -11.0829079791 -17.0520939804 18.9820935884|
|24|4916.3264191|88.9898787602 37.5047710805 -39.2079888072|134.237933466 -87.1899663386 55.4401489435 -87.1899663386 80.9630957135 -32.7428197486 55.4401489435 -32.7428197486 53.1085747954|
|25|2738.01536553|99.3609802494 49.0911630637 -41.4814399783|222.023033781 -58.73023062 69.1771758233 -58.73023062 45.5433095028 -14.4706087154 69.1771758233 -14.4706087154 33.6918612627|
|26|6819.55826202|140.814392314 56.8776341997 5.27800857428|183.084435553 85.7875482471 49.862106927 85.7875482471 114.114349068 12.0995627359 49.862106927 12.0995627359 28.9475406348|
|27|4474.87938792|92.5656246558 49.1895541854 -28.5095951234|134.009965526 -42.5305545282 112.809949104 -42.5305545282 33.9076957321 -36.9508602046 112.809949104 -36.9508602046 122.294087977|
